;id;track_name;size_bytes;currency;price;rating_count_tot;rating_count_ver;user_rating;user_rating_ver;ver;cont_rating;prime_genre;sup_devices.num;ipadSc_urls.num;lang.num;vpp_lic;KPI;Moyenne rating;Moyenne dl;Moyenne prix;;
190;320650307;Harvest - Select the Best Produce;18165760;USD;1,99;299;28;4;4.5;3.1;4+;Food & Drink;38;0;1;1;0,00066334;;;;236,5332975;0,43440666
191;321369231;WORMS;253834240;USD;1,99;5758;9;4;3;2.6;12+;Games;40;0;1;1;0,012051755;;;;1036,347009;1,903309376
192;321756558;Pixel Starships™ : 8Bit MMORPG;69083136;USD;0;5565;140;4,5;4.5;0.39;9+;Games;37;5;17;1;0,011638755;;;;628,3837749;1,154062028
193;322423174;Traffic Rush;8573952;USD;0,99;213092;51;3,5;4.5;1.45.1;9+;Games;37;3;1;1;0,444577851;;;;4417,427455;8,112853148
194;322439990;MyRadar NOAA Weather Radar Forecast;127284224;USD;0;150158;3392;4,5;5;5.1.4;4+;Weather;37;2;8;1;0,313284662;;;;3263,84139;5,994227673
196;322523436;Resident Evil 4: PLATINUM;81374398;USD;4,99;6046;446;4;4;1.04.10;12+;Games;47;0;1;1;0,012671348;;;;1556,206561;2,858060586
197;323229106;Waze - GPS Navigation, Maps & Real-time Traffic;94139392;USD;0;345046;3040;4,5;4.5;4.24;4+;Navigation;37;5;36;1;0,719854603;;;;4947,576178;9,086500997
198;323242790;Cartoon Wars;13216994;USD;0,99;35930;262;3,5;4;114;12+;Games;43;0;1;1;0,0749874;;;;1813,925668;3,331376173
199;323438913;Moto X Mayhem;21010210;USD;0,99;22557;526;4;4;1.8.7;4+;Games;47;0;1;1;0,047091104;;;;1639,577665;3,011176292
200;324266640;Fantasy Football Manager - FFM for FPL;35998720;USD;0,99;292;1;3;5;9.3;17+;Sports;37;1;1;1;0,000638306;;;;141,3767492;0,259646325
202;324684580;Spotify Music;132510720;USD;0;878563;8253;4,5;4.5;8.4.3;12+;Music;37;5;18;1;1,832862972;;;;7894,780572;14,49920708
203;324887734;McDo France;37001216;USD;0;22;0;3,5;0;4.0.16;4+;Food & Drink;37;0;30;1;7,09299E-05;;;;31,43254603;0,057727633
204;325462190;PGA Championship 2016 – Baltusrol Golf Club;64147456;USD;0;10472;58;3,5;2;8.1;17+;Sports;37;5;1;0;0,02187143;;;;670,7353473;1,231843065
206;325658560;BFMTV : l'info en continu;100779008;USD;0;115;70;4;5;5.0.3;17+;News;37;4;1;0;0,00026703;;;;80,52699631;0,147892343
207;325683306;MyRadar Pro NOAA Weather Radar, Forecasts & Storms;123718656;USD;1,99;13915;205;4,5;5;5.1.4;4+;Weather;37;2;8;1;0,029070748;;;;1814,80399;3,33298926
208;325954996;Spider:  The Secret of Bryce Manor;126312448;USD;1,99;6780;68;4;4.5;1.5;9+;Games;38;0;5;1;0,014183823;;;;1124,549382;2,065297979
209;325962257;My Measures PRO;79882240;USD;7,99;1701;35;4;4.5;6.06;4+;Productivity;37;5;21;1;0,003625705;;;;1032,191109;1,895676833
210;326082487;Food Additives Checker (E Numbers);6418432;USD;1,99;6;0;3,5;0;4.1.2;4+;Health & Fitness;37;0;8;1;5,00055E-05;;;;31,67260728;0,058168519
212;326161564;SFR Mon Compte;74093568;USD;0;19;0;3;0;6.4.0;4+;Utilities;37;5;1;1;6,25852E-05;;;;25,29822128;0,046461602
213;326574411;Baby Connect (Activity Log);12937216;USD;4,99;3483;79;4,5;5;5.4.3;4+;Medical;37;0;14;1;0,007326574;;;;1330,690901;2,443888435
214;326876192;Epson iPrint;53388288;USD;0;2838;26;3;2.5;6.3.1;4+;Photo & Video;37;5;12;1;0,005943505;;;;301,4100197;0,553556397
215;326885152;Mad Libs;118498304;USD;0;117889;725;3;4.5;3.3.3;4+;Entertainment;38;1;1;1;0,24595971;;;;1942,287311;3,567119526
217;326979430;BATTLE BEARS: Zombies!;103197675;USD;0,99;50710;309;3,5;4;1.6.7;9+;Games;45;0;1;1;0,105821026;;;;2154,943667;3,957674844
219;327193945;Hurricane Tracker;24574976;USD;2,99;3960;0;4,5;0;5.0;4+;Weather;37;0;1;1;0,008309162;;;;1134,72566;2,083987283
220;327243363;NFL Sunday Ticket;96093184;USD;0;24258;305;3;2.5;2.6.042;4+;Entertainment;37;0;1;1;0,050629315;;;;881,0720742;1,618138255
221;327455869;2016 US Open Tennis Championships;77700096;USD;0;37522;39;4;3;8.0.353;4+;Sports;37;4;1;1;0,078304476;;;;1448,309176;2,659900989
222;327630330;Dropbox;180804608;USD;0;49578;16;3,5;3;50.2;4+;Productivity;37;5;20;1;0,103453283;;;;1459,367007;2,680209316
223;328011357;Wa Kingyo - Goldfish Pond;56397824;USD;0,99;626;44;4;5;2.0.3;4+;Entertainment;38;5;2;1;0,00133926;;;;273,3477276;0,502018425
224;328205875;Monkey Preschool Lunchbox;229272576;USD;1,99;9286;49;4;3.5;4.02;4+;Games;38;5;1;1;0,01941177;;;;1316,040886;2,41698286
225;328415391;Yahoo Fantasy Sports;131000320;USD;0;190670;19;3,5;2.5;9.1.0;17+;Sports;37;3;45;1;0,3977955;;;;2861,923128;5,256082256
226;329127297;Gaia GPS Classic;53097472;USD;19,99;2429;8;4,5;3.5;10.9.13;4+;Navigation;37;5;16;1;0,005221627;;;;2214,947006;4,067874339
227;329174056;iLoan Calc (Loan calculator);3375104;USD;3,99;0;0;0;0;5.1.0;4+;Finance;37;5;3;1;3,54023E-05;;;;2,420779874;0,004445898
228;329541503;Geocaching®;108166144;USD;0;12811;134;3,5;1.5;5.3;4+;Navigation;37;0;22;1;0,026750987;;;;741,8636761;1,362474228
229;329670577;Camera+;89187328;USD;1,99;32338;261;4;4.5;9.1;4+;Photo & Video;37;0;10;1;0,067502213;;;;2455,811067;4,51023469
230;329703516;Alter Ego;13647872;USD;4,99;262;43;4;4;1.3.0;12+;Games;40;5;1;1;0,000604927;;;;324,5451564;0,596045373
231;329887910;Parking Mania;123544576;USD;0,99;9657;47;4,5;4.5;2.5.0;4+;Games;38;0;12;1;0,020181568;;;;1208,554262;2,219577651
232;329981776;Sudoku⁺;1608704;USD;2,99;18332;1007;4,5;5;3.4;4+;Games;37;5;2;1;0,038291629;;;;2441,210469;4,483419873
234;330376830;Period Tracker Lite;50169856;USD;0;53620;2872;4;5;9.5.1;12+;Health & Fitness;38;0;15;1;0,111887677;;;;1731,330421;3,179685371
235;330803072;Camera Plus: For Macro Photos & Remote Photography;101181440;USD;0,99;38533;36;2,5;3.5;4.5.4;4+;Photo & Video;37;4;11;1;0,080413534;;;;1372,07008;2,519883616
236;331004675;The perfect Egg timer;15329280;USD;0,99;40;0;3,5;0;1.8.9;4+;Food & Drink;37;4;7;1;0,000114677;;;;61,27407483;0,112533273
237;331177703;Letter Quiz - alphabet tracing for kids;31845376;USD;1,99;472;0;4;0;2.4;4+;Games;37;5;1;1;0,001024248;;;;297,0039528;0,545464408
238;331177714;Starbucks;135032832;USD;0;303856;7027;4,5;4.5;4.3.5;4+;Food & Drink;37;0;2;1;0,633925167;;;;4642,88562;8,526919707
239;331259725;央视影音-海量央视内容高清直播;54648832;USD;0;2070;0;2,5;0;6.2.0;4+;Sports;37;0;1;1;0,004339238;;;;217,8587989;0,400109897
240;331271904;Bloons TD;8432232;USD;2,99;7941;76;4;3.5;1.2.1;4+;Games;47;0;1;1;0,016612127;;;;1426,305443;2,6194899
241;331308914;Weight Watchers;230720512;USD;0;136833;64;3,5;4.5;5.9.0;12+;Health & Fitness;37;5;6;1;0,285482244;;;;2424,446771;4,452632402
242;331786748;CNN: Breaking US & World News, Live Video;80211968;USD;0;112886;298;3,5;1.5;5.3;12+;News;37;1;1;1;0,235524677;;;;2202,102896;4,044285412
243;331804452;Gilt;148201472;USD;0;26353;3;3,5;2.5;5.1.3;4+;Shopping;37;5;2;1;0,055001932;;;;1063,993349;1,954083429
245;332568551;TRUTH or DARE!!! - FREE;20795392;USD;0;171055;31;3;3.5;5;12+;Entertainment;38;1;1;1;0,356873145;;;;2339,613643;4,296831607
246;333180061;Canabalt;27934720;USD;2,99;4540;140;4;4.5;2.31;9+;Games;43;5;15;1;0,009517055;;;;1078,507946;1,9807403
247;333206289;Alipay - Makes Life Easy;208309248;USD;0;1926;2;3;3;10.0.15;4+;Lifestyle;38;5;3;1;0,004040916;;;;248,3223711;0,456057955
248;333246187;Scanner911 Pro;33812480;USD;3,99;14345;100;4;2.5;4.0;12+;News;37;0;1;1;0,029978233;;;;2167,869917;3,981414626
249;333263435;Daily Teachings;20298752;USD;4,99;1340;288;4,5;5;1.7.3;4+;Lifestyle;38;0;1;1;0,002855907;;;;825,567339;1,516200697
250;333710667;Scanner Pro - PDF document scanner app with OCR;101346304;USD;3,99;31912;154;4,5;5;7.1.3;4+;Business;37;5;9;1;0,066628107;;;;3642,440599;6,689546345
251;333903271;Twitter;210569216;USD;0;354058;452;3,5;4;6.79.1;17+;News;37;2;33;1;0,738651015;;;;3899,899913;7,162384806
252;334235181;Trainline UK: Live Train Times, Tickets & Planner;110198784;USD;0;248;0;4;0;22;4+;Travel;37;4;1;1;0,000544491;;;;117,9810288;0,216678773
253;334256223;CBS News - Watch Free Live Breaking News;78047232;USD;0;11691;44;3,5;4.5;3.5.1;12+;News;37;5;1;1;0,024414474;;;;708,6961045;1,301560123
254;334264405;iOvilus;9946112;USD;1,99;381;6;3;2;iOV 2.1.3;12+;Entertainment;38;0;1;1;0,000830234;;;;201,9416146;0,370877095
255;334503000;The Impossible Quiz!;44652544;USD;0;18884;451;4;4.5;1.62;9+;Entertainment;37;0;1;1;0,039422397;;;;1027,474376;1,887014289
257;334989259;WolframAlpha;30369792;USD;2,99;7410;82;4;4.5;1.7.3;9+;Reference;37;5;1;1;0,01550437;;;;1377,799442;2,530405911
258;335029050;Catan;376171520;USD;1,99;15175;308;4;4;4.6.2;4+;Games;38;0;6;1;0,031697239;;;;1682,326624;3,089687151
259;335047649;ScanBizCards Business Card Reader;96815104;USD;0,99;3166;34;4;4.5;6.08;4+;Business;37;5;5;1;0,006638138;;;;614,3356654;1,128261887
261;335364882;Walgreens – Pharmacy, Photo, Coupons and Shopping;169138176;USD;0;88885;333;4,5;4;6.5;12+;Shopping;37;5;1;1;0,185458628;;;;2511,134896;4,611840003
262;335545504;King of Dragon Pass;364490752;USD;9,99;882;85;5;5;2.3.2;12+;Games;43;5;1;1;0,001933819;;;;1042,841116;1,915236167
263;335709058;Stylebook;44135424;USD;3,99;1729;599;4;4.5;7.0;17+;Lifestyle;37;5;3;1;0,003659084;;;;752,8194951;1,382595203
264;335744614;NBA;112074752;USD;0;43682;19;3,5;2.5;2013.4.3;4+;Sports;37;5;1;1;0,091153211;;;;1369,846393;2,51579969
265;335862325;Blower;98942976;USD;0,99;861;70;2;2.5;4.2;4+;Entertainment;40;4;1;1;0,001821166;;;;169,2483305;0,310834046
266;335875911;My Cycles Period and Ovulation Tracker;77686784;USD;0;7469;68;3,5;5;5.10.3;12+;Health & Fitness;37;0;2;1;0,015606655;;;;566,4687326;1,040351582
267;335989871;Kmart – Download Now, Shop Online & Pick Up Today!;94496768;USD;0;4186;6;3,5;4.5;17.0;4+;Shopping;37;0;1;1;0,008757751;;;;424,0988772;0,778881362
268;336141475;优酷视频;204959744;USD;0;4885;0;3,5;0;6.7.0;12+;Entertainment;38;0;2;1;0,010215986;;;;458,1338415;0,841388482
269;336347946;DOOM Classic;32796672;USD;4,99;3970;509;4;4;2.7;17+;Games;40;3;5;1;0,008340454;;;;1261,09325;2,316068447
270;336353151;SoundCloud - Music & Audio;105009152;USD;0;135744;594;4;4.5;5.6.0;4+;Music;37;4;7;1;0,283212489;;;;2754,700744;5,059162337
271;336435697;imo video calls and chat;22562816;USD;0;18841;0;4;0;7.0.84;4+;Social Networking;38;2;29;1;0,039332692;;;;1026,303961;1,884864756
272;336477530;Plane Finder - Flight Tracker;52632576;USD;3,99;1438;171;4;4;9.4.1;4+;Navigation;37;3;10;1;0,003052007;;;;686,5911521;1,260963139
274;336599882;Runtastic Running, Jogging and Walking Tracker;151388160;USD;0;10298;7;4,5;3.5;7.3;4+;Health & Fitness;37;0;15;1;0,021512608;;;;854,7731878;1,569838875
275;336683524;iFiles;47323136;USD;0,99;1842;23;3,5;2.5;1.17.11;4+;Productivity;38;1;1;1;0,003873959;;;;410,816144;0,754486877
276;336689375;TeachMe: Kindergarten;59846656;USD;1,99;2548;5;4;4;4.2.2;4+;Education;37;5;1;1;0,005355142;;;;689,4719094;1,266253811
277;336834650;Moorhuhn Deluxe - Crazy Chicken;27807744;USD;0,99;319;12;3;5;2.8.0;12+;Games;38;5;5;1;0,000694633;;;;147,7471698;0,27134596
278;336860594;Victoria’s Secret – The Sexiest Bras & Lingerie;60976128;USD;0;34507;38;3,5;5;5.2.1;12+;Shopping;37;0;1;1;0,072012581;;;;1217,51841;2,23604081
279;337021781;MONOPOLY Game;194386944;USD;0,99;26482;331;3,5;2.5;1.4.04;4+;Games;37;0;6;1;0,055277244;;;;1557,286162;2,860043333
281;337056601;n-tv Nachrichten;49470464;USD;0;273;0;3;0;5.25;12+;News;37;5;1;1;0,000592473;;;;93,63759929;0,1719707
282;337288863;Shazam Encore;147118080;USD;2,99;8331;24;4;3.5;11.0.2;12+;Music;37;3;15;1;0,017425734;;;;1460,905852;2,683035491
283;337402021;Harry Potter: Spells;125411328;USD;0,99;17023;916;4;4.5;2.2;4+;Games;40;0;1;1;0,035546227;;;;1424,336169;2,615873218
284;337462979;First Words Deluxe;63316992;USD;4,99;1101;8;4;4;7.0;4+;Games;38;5;1;1;0,002355226;;;;664,3364096;1,220091057
285;337571576;Clay Hunt;15313920;USD;0,99;1193;1;4;2;3.5.3;17+;Games;40;5;1;1;0,00252212;;;;377,2105761;0,692768368
286;337710261;Dream Team - be your own fantasy football manager;69816320;USD;0;35;0;2,5;0;12.8.0;17+;Sports;37;3;1;1;9,38778E-05;;;;28,7234304;0,05275219
287;337866370;Jet Car Stunts;32848910;USD;1,99;4088;436;4;4.5;1.5.0;4+;Games;47;4;1;1;0,008567847;;;;873,2532573;1,603778559
288;338057689;Call of Duty: Zombies;52821364;USD;4,99;63943;31264;4;4;1.5.0;17+;Games;47;0;1;1;0,133454464;;;;5060,543446;9,293971717
289;338137227;Walmart: Free 2-Day Shipping,* Easy Store Shopping;146507776;USD;0;70286;51;3;4;17.8;4+;Shopping;37;0;1;1;0,146651652;;;;1499,727975;2,754334497
290;338761996;AirWatch Agent;24747008;USD;0;1150;0;2,5;0;5.5;4+;Business;37;5;19;1;0,00241996;;;;162,4137213;0,298281904
291;338828953;Shop Savvy Barcode Scanner - Price Compare & Deals;89517056;USD;0;54630;280;2,5;4.5;12.0;4+;Shopping;37;4;1;1;0,113988453;;;;1118,934412;2,054985772
292;339440515;Voice Changer Plus;40722432;USD;0;98777;233;3;4;5.01;4+;Entertainment;37;2;12;1;0,206088786;;;;1777,890885;3,265196274
293;339462921;CatPaint;73332736;USD;0,99;649;11;4;4;3.5.1;4+;Photo & Video;37;5;1;1;0,001387242;;;;278,3161293;0,511143173
294;339532909;Redbox;83906560;USD;0;60236;58;3;4.5;5.24;12+;Entertainment;37;0;1;1;0,125685621;;;;1388,374589;2,549827761
295;340368403;クックパッド - No.1料理レシピ検索アプリ;76644352;USD;0;115;0;3,5;0;17.5.1.0;4+;Food & Drink;37;5;1;1;0,000264944;;;;70,59023649;0,129642926
296;340769953;Trenches;37340259;USD;0,99;26732;1428;4;4.5;1.9.3;17+;Games;43;0;1;1;0,055800873;;;;1784,865712;3,278005934
297;340779800;The Christmas List;26137600;USD;1,99;2722;1;4,5;5;2.1;4+;Shopping;37;0;1;1;0,005720222;;;;802,7796154;1,474349765
298;341036067;Macy's;107816960;USD;0;11013;76;3,5;5;5.11.0;4+;Shopping;37;0;1;1;0,023000049;;;;687,8411887;1,263258901
299;341232718;Calorie Counter & Diet Tracker by MyFitnessPal;152700928;USD;0;507706;181;4,5;4.5;7.16;4+;Health & Fitness;37;5;19;1;1,059191384;;;;6001,501756;11,0220944
300;341329033;BlaBlaCar - Trusted Carpooling;112024576;USD;0;397;0;4,5;0;4.10.1;4+;Travel;37;0;16;1;0,000857417;;;;168,0331225;0,308602249
301;341691394;Refills Calendar - Scheduler - Note;35864576;USD;9,99;196;3;4;5;4.0.1;4+;Productivity;38;5;2;1;0,000498533;;;;392,1880435;0,720275327
302;341776037;5-0 Radio Pro Police Scanner (Extra Feeds);49594368;USD;3,99;24553;2620;4;4.5;39.1;9+;News;38;5;26;1;0,051273879;;;;2836,148269;5,208745282
303;342115564;Hipstamatic;114081792;USD;2,99;12557;6;3,5;5;337;4+;Photo & Video;37;5;15;1;0,026239812;;;;1572,21152;2,88745459
304;342138881;Sing Karaoke Songs Unlimited with StarMaker;91267072;USD;0;26227;7;4;4.5;6.0.3;9+;Music;37;4;14;1;0,05474116;;;;1210,863235;2,223818208
305;342548956;TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF;8821760;USD;4,99;28388;7009;5;5;2.8.2;4+;Business;38;5;9;1;0,059284781;;;;4234,955612;7,77773338
307;342602105;Positivity with Andrew Johnson;69513216;USD;2,99;282;1;4;5;3.38;4+;Health & Fitness;38;4;1;1;0,000634134;;;;269,240765;0,494475758
308;342699962;Rat On A Scooter XL;7767040;USD;0,99;19296;7;4;4;1.24.1;4+;Games;37;3;1;1;0,040288096;;;;1516,444764;2,785035816
309;342792525;IMDb Movies & TV - Trailers and Showtimes;88702976;USD;0;183425;4724;4,5;5;7.11;12+;Entertainment;37;5;10;1;0,382685355;;;;3607,312856;6,625032275
310;343200656;Angry Birds;175966208;USD;0;824451;107;4,5;3;7.4.0;4+;Games;38;0;10;1;1,719976019;;;;7647,791684;14,04559814
311;343555245;DB Navigator;84791296;USD;0;512;6;3,5;5;17.04.00;4+;Travel;38;0;2;1;0,001093154;;;;148,4479911;0,272633057
312;343638336;Video Calls with Santa;27997184;USD;2,99;315;0;3,5;0;5.1;4+;Lifestyle;37;0;31;1;0,000700891;;;;249,3987521;0,458034789
313;343889987;Voyages-sncf.com : book train and bus tickets;131463168;USD;0;268;0;3,5;0;38.0;4+;Travel;37;5;6;1;0,000584128;;;;107,4958708;0,197422193
314;344065205;The Font Game;5415000;USD;1,99;438;295;4,5;4.5;2.1;4+;Games;45;0;1;1;0,000955404;;;;322,3330039;0,591982631
316;344176018;ImmobilienScout24: Real Estate Search in Germany;126867456;USD;0;187;0;3,5;0;9.5;4+;Navigation;37;5;3;1;0,000415148;;;;89,86582525;0,165043626
317;344186162;Grand Theft Auto: Chinatown Wars;878883840;USD;4,99;15142;73;4;4;4.4;17+;Games;38;5;6;1;0,031647171;;;;2462,652983;4,522800252
318;344542975;Southwest Airlines;88773632;USD;0;30552;18;3;2.5;4.5.1;4+;Travel;37;0;1;1;0,063759683;;;;988,7851132;1,815959289
319;345445479;The Sims 3 World Adventures;812758016;USD;2,99;9744;42;3,5;3;1.2.21;12+;Games;37;4;6;1;0,02037141;;;;1384,974115;2,5435826
320;345542655;Star Chart;28616704;USD;0;13482;2517;4,5;4.5;3.98;4+;Education;38;5;8;1;0,028154981;;;;978,0175074;1,796183977
321;346184215;TaxCaster – Free tax refund calculator;7111680;USD;0;17516;125;3,5;5;7.2;4+;Finance;37;5;1;1;0,036566428;;;;867,4521089;1,593124425
322;346453382;Glow Hockey 2 FREE;34056767;USD;0;186653;226;3,5;3.5;2.2.9;4+;Games;43;0;1;1;0,389415346;;;;2831,615578;5,20042074
323;346513173;Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx;21450752;USD;0,99;10031;142;4;5;4.1;4+;Entertainment;43;0;1;1;0,02095971;;;;1093,39091;2,008073699
324;346997126;TV SPIELFILM - TV Programm mit Live TV;97879040;USD;0;81;0;3;0;5.2;4+;Entertainment;37;5;1;1;0,000191928;;;;51,2249939;0,094077573
325;347310316;All-in-1 Logic GameBox;22299021;USD;0,99;9854;823;4;4;1.19;4+;Games;47;0;1;1;0,020590458;;;;1083,702342;1,990280099
326;347393479;Roadside America;10231808;USD;2,99;1093;106;4;4.5;1.9.0;9+;Travel;38;0;1;1;0,002326019;;;;529,366262;0,972210815
327;347400507;Pocket Yoga;132480000;USD;2,99;4475;95;4,5;4.5;5.3.2;4+;Health & Fitness;37;5;2;1;0,00938354;;;;1206,239354;2,215326192
328;347411942;Sonic the Hedgehog 2;47182848;USD;2,99;9405;1089;4;4.5;3.1.10;4+;Games;37;5;1;1;0,019666283;;;;1552,2086;2,850718106
330;347418999;Simply Being - Guided Meditation for Relaxation and Presence;100048896;USD;1,99;2417;1366;4,5;4.5;6.0;4+;Health & Fitness;38;2;1;1;0,005083939;;;;756,4855969;1,389328205
331;347803339;CamCard - Business card scanner & reader;174839808;USD;0,99;2923;300;4,5;4.5;7.9.5;4+;Business;37;0;7;1;0,006133284;;;;664,9840644;1,221280511
332;348530331;This American Life;13725696;USD;2,99;8657;1468;3,5;4;3.0.8;9+;Entertainment;38;4;1;1;0,01810374;;;;1305,447845;2,397528146
333;348543978;Timetracks - Slit-Scan Camera;11369472;USD;0,99;70;1;2;1;2.2.0;4+;Photo & Video;37;4;5;1;0,000171004;;;;48,57356003;0,089208066
335;348684697;franceinfo - l'actualité & les élections en direct;155857920;USD;0;162;32;4;5;5.2.0;17+;News;37;5;2;1;0,00036508;;;;95,45667608;0,175311537
337;349079731;DOUBUTSU URANAI®-Animal Fortune-;38718464;USD;0,99;5;0;4;0;2.9.5;4+;Lifestyle;40;0;2;1;4,3747E-05;;;;26,73974877;0,049109048
338;349276209;Doodle Army;17879270;USD;0,99;12354;1428;4;4.5;3.1.0;12+;Games;47;0;1;1;0,025805888;;;;1213,397434;2,228472407
339;349442137;Ameba;96635904;USD;0;269;0;3;0;8.6.1;12+;Social Networking;37;0;1;1;0,000584128;;;;92,95160031;0,170710825
340;350480010;eBook: War and Peace;8039424;USD;3,99;0;0;0;0;7.1;9+;Book;37;5;1;1;3,54023E-05;;;;2,420779874;0,004445898
341;350642635;Plants vs. Zombies;105379840;USD;0,99;426463;680;5;4;1.9.13;9+;Games;38;0;5;1;0,889712772;;;;8953,636173;16,44385474
342;350962117;Weibo;199585792;USD;0;7265;11;3,5;4;7.5.2;17+;Social Networking;37;5;2;1;0,015181076;;;;558,6802759;1,026047645
343;351091731;大众点评-发现品质生活;244516864;USD;0;844;1;4;1;9.2.4;17+;Lifestyle;37;5;2;1;0,00178785;;;;217,3405991;0,399158194
344;351184863;AlloCiné : Cinéma et Séries;123450368;USD;0;101;1;4;5;7.1.0;12+;Entertainment;37;5;1;1;0,000237824;;;;75,511412;0,138680941
345;351331194;Badoo - Meet New People, Chat, Socialize.;157625344;USD;0;34428;23;4,5;4;5.8.0;17+;Social Networking;37;4;30;1;0,071851945;;;;1562,843771;2,870250194
346;351707231;Flick Kick Field Goal;75612160;USD;1,99;36946;152;4,5;4;1.11.0;4+;Games;38;5;3;1;0,077117381;;;;2957,073407;5,430831077
347;351727428;Venmo;68153344;USD;0;21090;1325;4,5;5;7.1.0;4+;Finance;37;4;1;1;0,04402658;;;;1223,212605;2,246498518
348;351939099;Dungeons & Such Treasures,Collectibles and Dragons;84469760;USD;2,99;653;8;4,5;4.5;3.4.2;12+;Games;37;1;31;1;0,00141019;;;;461,0811086;0,846801303
349;351986992;StarMap 3D+: Night Sky, Astronomy, Star View Guide;100368384;USD;3,99;1118;29;4,5;5;3.5.3;4+;Education;37;5;29;1;0,002386518;;;;682,0617661;1,252644668
350;352000376;Shift Worker;7344128;USD;1,99;348;33;4;4;1.5.4;4+;Productivity;40;0;1;0;0,000765563;;;;255,1199214;0,468542037
351;352041837;Spy Calc - Hide pictures, videos, documents;25097281;USD;1,99;207;50;3,5;3;3.0.3;9+;Utilities;40;0;34;1;0,000469326;;;;172,6499525;0,317081316
352;352199775;Waterlogged - Daily Hydration Tracker;43439104;USD;0;5000;23;4,5;4.5;2.5.11;12+;Health & Fitness;37;5;10;1;0,010460068;;;;595,6371667;1,093921046
353;352247139;MyNetDiary PRO - Calorie Counter and Food Diary;83851264;USD;3,99;15188;272;4,5;4;5.30;12+;Health & Fitness;37;0;2;1;0,031738962;;;;2512,888698;4,615060958
354;352509417;The Washington Post Classic;118980608;USD;0;18572;307;4,5;4.5;3.8.2;12+;News;37;3;1;1;0,038773598;;;;1147,874455;2,108135783
355;352670055;F-Sim Space Shuttle;76394496;USD;4,99;6403;491;4,5;4.5;2.10;4+;Games;43;5;1;1;0,013418197;;;;1804,113166;3,313354962
356;352683833;Groupon - Deals, Coupons & Discount Shopping App;127382528;USD;0;417779;914;4,5;4.5;17.7;12+;Shopping;37;4;10;1;0,87158817;;;;5444,113673;9,99841994
357;353372460;Learn to Speak Spanish Fast With MosaLingua;48819200;USD;4,99;9;1;5;5;9.2;12+;Education;38;5;5;1;8,12981E-05;;;;79,48292031;0,145974839
358;353573707;Coaster VR, Extreme Endless 3D Stereograph;30977024;USD;0,99;107;0;2,5;0;1.1.5;4+;Entertainment;37;5;1;1;0,000250278;;;;72,63837587;0,133404449
359;353603279;Parents Calling Easter Bunny;8073209;USD;1,99;72;72;2;2;1.0;4+;Lifestyle;47;0;1;1;0,000181434;;;;61,61438984;0,113158281
360;353642901;Sporcle;15676416;USD;2,99;2044;10;3,5;3;5.4;9+;Games;37;5;1;1;0,004307883;;;;634,4499844;1,165202962
361;353665650;Univision Deportes: Liga MX, MLS, Fútbol En Vivo;81876992;USD;0;16683;21;3,5;2.5;5.5;4+;Sports;37;5;2;1;0,034828646;;;;846,5755722;1,554783495
